name	seq_ID	library	location	sample	Latitude	Longitude	country_code
Agl-9	35605	3427_A	MAR	3427_A_Agl-9	32.97243	-5.44856	MAR
Ait-9	22003	4050_A	MAR	4050_A_Ait-9	31.2366	-7.81285	MAR
Arb-0	18513	4050_B	MAR	4050_B_Arb-0	31.41988	-7.5262	MAR
Arb-2	35604	4050_C	MAR	4050_C_Arb-2	31.41988	-7.5262	MAR
Azr-5	35611	3427_B	MAR	3427_B_Azr-5	33.42357	-5.17911	MAR
Bab-0	22008	4050_D	MAR	4050_D_Bab-0	35.04256	-5.02369	MAR
Bba-0	22001	4050_E	MAR	4050_E_Bba-0	35.04256	-5.02369	MAR
Bbe-0	22007	4050_F	MAR	4050_F_Bbe-0	34.99519	-4.83141	MAR
Cvi-0	4073_M	4220_Y	CPV-SA	4220_Y_Cvi-0	17.117924	-25.064251	CPV-SA
Elh-2	35616	4050_G	MAR	4050_G_Elh-2	31.47197	-7.40644	MAR
Elk-28	35621	4050_H	MAR	4050_H_Elk-28	32.53516	-6.014969	MAR
F10-1-3	21228	3427_D	CPV-FO	3427_D_F10-1-3	14.923797	-24.335504	CPV-FO
F10-18-4	3968_BH	4220_A	CPV-FO	4220_A_F10-18-4	14.923632	-24.336299	CPV-FO
F11-10	22610	4220_B	CPV-FO	4220_B_F11-10	15.0055	-24.3968	CPV-FO
F12-201	3968_BL	4220_C	CPV-FO	4220_C_F12-201	15.007374	-24.3912	CPV-FO
F13-8	21226	4220_D	CPV-FO	4220_D_F13-8	15.006603	-24.389709	CPV-FO
F3-2	2876_AH	4220_E	CPV-FO	4220_E_F3-2	14.999722	-24.346445	CPV-FO
F5-1	13181	4220_F	CPV-FO	4220_F_F5-1	14.998298	-24.344921	CPV-FO
F7-7B	13574	4220_G	CPV-FO	4220_G_F7-7B	14.995723	-24.344426	CPV-FO
F8-5	12915	4220_H	CPV-FO	4220_H_F8-5	15.00243333	-24.34436667	CPV-FO
Ifr-6	35618	4050_I	MAR	4050_I_Ifr-6	33.55006	-5.17465	MAR
Ket-12	37471	4220_I	MAR	4220_I_Ket-12	34.96076	-4.66611	MAR
Khe-0	22004	3599_D	MAR	3599_D_Khe-0	32.92735	-5.51027	MAR
Oua-0	35513	4050_K	MAR	4050_K_Oua-0	32.07853	-6.275309	MAR
S10-100	22628	3542_Y	CPV-SA	3542_Y_S10-100	17.106096	-25.027166	CPV-SA
S10-102	22637	3599_Y	CPV-SA	3599_Y_S10-102	17.106096	-25.027166	CPV-SA
S10-12	27158	3542_Z	CPV-SA	3542_Z_S10-12	17.106096	-25.027166	CPV-SA
S10-16	15673	3599_Z	CPV-SA	3599_Z_S10-16	17.106096	-25.027166	CPV-SA
S10-29	15671	3542_AA	CPV-SA	3542_AA_S10-29	17.106096	-25.027166	CPV-SA
S1-1	2876_AL	3599_AA	CPV-SA	3599_AA_S1-1	17.103658	-25.040916	CPV-SA
S1-100	22615	3542_AB	CPV-SA	3542_AB_S1-100	17.103658	-25.040916	CPV-SA
S11-100	2876_AN	3599_AB	CPV-SA	3599_AB_S11-100	17.114951	-25.076404	CPV-SA
S11-101	22620	3542_AC	CPV-SA	3542_AC_S11-101	17.114951	-25.076404	CPV-SA
S11-102	22642	4050_P	CPV-SA	4050_P_S11-102	17.114951	-25.076404	CPV-SA
S11-14	15674	3599_AC	CPV-SA	3599_AC_S11-14	17.114951	-25.076404	CPV-SA
S11-19	35517	3542_AD	CPV-SA	3542_AD_S11-19	17.114951	-25.076404	CPV-SA
S11-20	16293	3599_AD	CPV-SA	3599_AD_S11-20	17.114951	-25.076404	CPV-SA
S11-35	27174	3599_F	CPV-SA	3599_F_S11-35	17.114951	-25.076404	CPV-SA
S11-36	27181	3542_AE	CPV-SA	3542_AE_S11-36	17.114951	-25.076404	CPV-SA
S11-45	27175	3599_G	CPV-SA	3599_G_S11-45	17.114951	-25.076404	CPV-SA
S11-48	27170	3599_AF	CPV-SA	3599_AF_S11-48	17.114951	-25.076404	CPV-SA
S11-54	27160	3599_H	CPV-SA	3599_H_S11-54	17.114951	-25.076404	CPV-SA
S11-57	35516	3542_AG	CPV-SA	3542_AG_S11-57	17.114951	-25.076404	CPV-SA
S11-61	27161	4050_Q	CPV-SA	4050_Q_S11-61	17.114951	-25.076404	CPV-SA
S11-63	15675	3599_AG	CPV-SA	3599_AG_S11-63	17.114951	-25.076404	CPV-SA
S11-9	27180	3599_I	CPV-SA	3599_I_S11-9	17.114951	-25.076404	CPV-SA
S1-3	13583	3542_AH	CPV-SA	3542_AH_S1-3	17.103658	-25.040916	CPV-SA
S1-5	13582	3427_F	CPV-SA	3427_F_S1-5	17.103658	-25.040916	CPV-SA
S1-501	3968_A	4220_J	CPV-SA	4220_J_S1-501	17.103658	-25.040916	CPV-SA
S15-1	22631	3599_AH	CPV-SA	3599_AH_S15-1	17.1104	-25.085457	CPV-SA
S15-13	22616	3599_J	CPV-SA	3599_J_S15-13	17.1104	-25.085457	CPV-SA
S15-3	20682	3542_AI	CPV-SA	3542_AI_S15-3	17.1104	-25.085457	CPV-SA
S15-6	22622	3599_AI	CPV-SA	3599_AI_S15-6	17.1104	-25.085457	CPV-SA
S15-7	22634	3599_K	CPV-SA	3599_K_S15-7	17.1104	-25.085457	CPV-SA
S15-T1-15-11	2876_C	4050_R	CPV-SA	4050_R_S15-T1-15-11	17.1104	-25.085457	CPV-SA
S15-T1-15-4	2876_M	3542_AJ	CPV-SA	3542_AJ_S15-T1-15-4	17.1104	-25.085457	CPV-SA
S15-T2-15-1	2876_R	3599_AJ	CPV-SA	3599_AJ_S15-T2-15-1	17.1104	-25.085457	CPV-SA
S15-T2-15-21	2876_F	3599_L	CPV-SA	3599_L_S15-T2-15-21	17.1104	-25.085457	CPV-SA
S15-T2-15-41	2876_X	4050_S	CPV-SA	4050_S_S15-T2-15-41	17.1104	-25.085457	CPV-SA
S16-2	2876_AR	3599_AK	CPV-SA	3599_AK_S16-2	17.10832	-25.081029	CPV-SA
S16-8	20685	3599_M	CPV-SA	3599_M_S16-8	17.10832	-25.081029	CPV-SA
S16-L-15-4	2876_K	3542_AL	CPV-SA	3542_AL_S16-L-15-4	17.10832	-25.081029	CPV-SA
S16-T1-15-37	2876_L	3599_AL	CPV-SA	3599_AL_S16-T1-15-37	17.10832	-25.081029	CPV-SA
S16-T1-15-47	2876_J	3599_N	CPV-SA	3599_N_S16-T1-15-47	17.10832	-25.081029	CPV-SA
S16-T2-15-1	2876_P	3542_AM	CPV-SA	3542_AM_S16-T2-15-1	17.10832	-25.081029	CPV-SA
S17-1	2876_B	3599_AM	CPV-SA	3599_AM_S17-1	17.10679	-25.07904	CPV-SA
S18-2	20683	3599_O	CPV-SA	3599_O_S18-2	17.115413	-25.080921	CPV-SA
S18-3	22630	3542_AN	CPV-SA	3542_AN_S18-3	17.115413	-25.080921	CPV-SA
S19-1	22633	3599_AN	CPV-SA	3599_AN_S19-1	17.105812	-25.088226	CPV-SA
S19-T2-15-13	2876_AA	3599_P	CPV-SA	3599_P_S19-T2-15-13	17.105812	-25.088226	CPV-SA
S20-201	3968_K	4220_K	CPV-SA	4220_K_S20-201	17.104142	-25.060743	CPV-SA
S20-209	3968_R	4220_L	CPV-SA	4220_L_S20-209	17.104142	-25.060743	CPV-SA
S23-101	3968_AM	4220_M	CPV-SA	4220_M_S23-101	17.105516	-25.077707	CPV-SA
S24-1-103	3968_AP	4220_O	CPV-SA	4220_O_S24-1-103	17.105766	-25.076925	CPV-SA
S25-3	3968_AQ	4220_P	CPV-SA	4220_P_S25-3	17.107313	-25.082728	CPV-SA
S25-5	3968_AR	4220_Q	CPV-SA	4220_Q_S25-5	17.107313	-25.082728	CPV-SA
S27-204	3968_V	4373_AB	CPV-SA	4373_AB_S27-204	17.098903	-25.028921	CPV-SA
S28-201	3968_Y	4220_T	CPV-SA	4220_T_S28-201	17.102631	-25.025188	CPV-SA
S28-203	3968_AA	4220_U	CPV-SA	4220_U_S28-203	17.102631	-25.025188	CPV-SA
S3-1	13175	3542_AO	CPV-SA	3542_AO_S3-1	17.117924	-25.064251	CPV-SA
S3-100	2876_AT	3599_AO	CPV-SA	3599_AO_S3-100	17.117924	-25.064251	CPV-SA
S3-12	12912	3599_Q	CPV-SA	3599_Q_S3-12	17.117924	-25.064251	CPV-SA
S3-2	13179	4050_T	CPV-SA	4050_T_S3-2	17.117924	-25.064251	CPV-SA
S3-3	13172	3542_AP	CPV-SA	3542_AP_S3-3	17.117924	-25.064251	CPV-SA
S3-4	13173	4050_U	CPV-SA	4050_U_S3-4	17.117924	-25.064251	CPV-SA
S3-5	13183	4050_V	CPV-SA	4050_V_S3-5	17.117924	-25.064251	CPV-SA
S4-B2-5	13580	3599_AP	CPV-SA	3599_AP_S4-B2-5	17.113576	-25.07576	CPV-SA
S4-B2-9	13581	3599_R	CPV-SA	3599_R_S4-B2-9	17.113576	-25.07576	CPV-SA
S4-B3-14	27177	3542_AQ	CPV-SA	3542_AQ_S4-B3-14	17.113576	-25.07576	CPV-SA
S5-10	2876_AU	3599_AQ	CPV-SA	3599_AQ_S5-10	17.105902	-25.08812	CPV-SA
S5-100	22624	4050_W	CPV-SA	4050_W_S5-100	17.105902	-25.08812	CPV-SA
S5-101	22632	3599_S	CPV-SA	3599_S_S5-101	17.105902	-25.08812	CPV-SA
S5-102	22618	3542_AR	CPV-SA	3542_AR_S5-102	17.105902	-25.08812	CPV-SA
S7-B11	27165	3599_T	CPV-SA	3599_T_S7-B11	17.10326	-25.09004	CPV-SA
S7-B15	16150	3599_AS	CPV-SA	3599_AS_S7-B15	17.10326	-25.09004	CPV-SA
S7-B2	35519	3599_U	CPV-SA	3599_U_S7-B2	17.10326	-25.09004	CPV-SA
S7-B20	27172	3542_AT	CPV-SA	3542_AT_S7-B20	17.10326	-25.09004	CPV-SA
S7-B5	13578	3599_AT	CPV-SA	3599_AT_S7-B5	17.10326	-25.09004	CPV-SA
S7-T1	15669	3599_V	CPV-SA	3599_V_S7-T1	17.10326	-25.09004	CPV-SA
S7-T100	22617	3542_AU	CPV-SA	3542_AU_S7-T100	17.10326	-25.09004	CPV-SA
S7-T1-15-2	2876_AD	4050_X	CPV-SA	4050_X_S7-T1-15-2	17.10326	-25.09004	CPV-SA
S7-T1-15-89	2876_V	3599_W	CPV-SA	3599_W_S7-T1-15-89	17.10326	-25.09004	CPV-SA
S8-501	3968_E	4220_V	CPV-SA	4220_V_S8-501	17.10203	-25.03204	CPV-SA
S8-503	3968_G	4220_W	CPV-SA	4220_W_S8-503	17.10203	-25.03204	CPV-SA
S8-B100	22626	3542_AV	CPV-SA	3542_AV_S8-B100	17.10203	-25.03204	CPV-SA
S8-B9	16292	3599_AV	CPV-SA	3599_AV_S8-B9	17.10203	-25.03204	CPV-SA
Set-6	35602	3427_G	MAR	3427_G_Set-6	31.22656	-7.67361	MAR
Tah-0	18509	4050_L	MAR	4050_L_Tah-0	34.05293	-4.22245	MAR
Taz-0	22005	4050_M	MAR	4050_M_Taz-0	34.09166	-4.10258	MAR
Til-2	18510	3427_H	MAR	3427_H_Til-2	32.04208	-6.22955	MAR
Tiz-7	35624	4050_N	MAR	4050_N_Tiz-7	33.8723	-4.02647	MAR
Zin-9	18515	4050_O	MAR	4050_O_Zin-9	35.4528	-5.42698	MAR
SRR3299775	10001	SRR3299775	GER	10001_SRR3299775	48.52	9.05	DEU
SRR4295479	10002	SRR4295479	GER	10002_SRR4295479	48.53	9.04	DEU
SRR3299778	10004	SRR3299778	ROU	10004_SRR3299778	44.46	25.74	ROU
SRR4295482	10005	SRR4295482	ROU	10005_SRR4295482	46.11	21.95	ROU
SRR3299782	10006	SRR3299782	UKR	10006_SRR3299782	44.6419	34.3814	UKR
SRR4295493	10008	SRR4295493	UZB	10008_SRR4295493	41.45	70.05	UZB
SRR3299785	10009	SRR3299785	UZB	10009_SRR3299785	41.45	70.05	UZB
SRR3299787	10010	SRR3299787	UZB	10010_SRR3299787	41.45	70.05	UZB
SRR3299792	10013	SRR3299792	AZE	10013_SRR3299792	38.7406	48.6131	AZE
SRR3299796	10015	SRR3299796	AFG	10015_SRR3299796	37.29	71.3	AFG
SRR3299809	10020	SRR3299809	CZE	10020_SRR3299809	49.17	16.5	CZE
SRR3299816	10022	SRR3299816	GER	10022_SRR3299816	48.0333	7.7667	DEU
SRR3299817	10023	SRR3299817	NOR	10023_SRR3299817	68.8	15.45	NOR
SRR3299827	1002	SRR3299827	SWE	1002_SRR3299827	55.3833	14.05	SWE
SRR1138712	1062	SRR1138712	SWE	1062_SRR1138712	55.7167	14.1333	SWE
SRR1138715	1063	SRR1138715	SWE	1063_SRR1138715	55.7167	14.1333	SWE
SRR3299830	1066	SRR3299830	SWE	1066_SRR3299830	55.7167	14.1333	SWE
SRR4295280	108	SRR4295280	FRA	108_SRR4295280	48.5167	-4.06667	FRA
SRR1138720	1254	SRR1138720	SWE	1254_SRR1138720	59.4333	17.0167	SWE
SRR1138721	1257	SRR1138721	SWE	1257_SRR1138721	59.4333	17.0167	SWE
SRR1138727	1367	SRR1138727	SWE	1367_SRR1138727	55.8	13.1367	SWE
SRR1138730	1552	SRR1138730	SWE	1552_SRR1138730	63.0833	18.3667	SWE
SRR3299838	159	SRR3299838	FRA	159_SRR3299838	47.35	3.93333	FRA
SRR3299839	1829	SRR3299839	USA	1829_SRR3299839	42.051	-86.509	USA
SRR4295287	1853	SRR4295287	USA	1853_SRR4295287	43.595	-86.2657	USA
SRR4295289	1872	SRR4295289	USA	1872_SRR4295289	43.595	-86.2657	USA
SRR3299844	1890	SRR3299844	USA	1890_SRR3299844	43.5139	-86.1859	USA
SRR3299849	1954	SRR3299849	USA	1954_SRR3299849	43.5187	-86.1739	USA
SRR3299852	2016	SRR3299852	USA	2016_SRR3299852	43.5356	-86.1788	USA
SRR4295290	2017	SRR4295290	USA	2017_SRR4295290	43.5356	-86.1788	USA
SRR4295291	2171	SRR4295291	USA	2171_SRR4295291	42.148	-86.431	USA
SRR3299855	2202	SRR3299855	USA	2202_SRR3299855	43.7623	-86.3929	USA
SRR3299858	2278	SRR3299858	USA	2278_SRR3299858	43.665	-86.496	USA
SRR3299861	2317	SRR3299861	USA	2317_SRR3299861	42.03	-86.514	USA
SRR3299870	403	SRR3299870	CZE	403_SRR3299870	49.3667	16.2667	CZE
SRR3299875	410	SRR3299875	CZE	410_SRR3299875	49.4211	16.3497	CZE
SRR3299876	424	SRR3299876	CZE	424_SRR3299876	49.4112	16.2815	CZE
SRR771722	430	SRR771722	AUT	430_SRR771722	47	15.5	AUT
SRR4295293	4826	SRR4295293	UK	4826_SRR4295293	50.4	-4.9	GBR
SRR4295294	4840	SRR4295294	UK	4840_SRR4295294	50.4	-4.9	GBR
SRR4295295	4857	SRR4295295	UK	4857_SRR4295295	50.3	-4.9	GBR
SRR3299890	5023	SRR3299890	UK	5023_SRR3299890	51.3	0.5	GBR
SRR3299892	506	SRR3299892	USA	506_SRR3299892	40.8313	-87.735	USA
SRR3299894	5104	SRR3299894	UK	5104_SRR3299894	51.3	0.5	GBR
SRR3299897	5151	SRR3299897	UK	5151_SRR3299897	52.2	-1.7	GBR
SRR4295296	5165	SRR4295296	UK	5165_SRR4295296	51.3	0.4	GBR
SRR3299900	5210	SRR3299900	UK	5210_SRR3299900	51.2	0.3	GBR
SRR3299906	5236	SRR3299906	UK	5236_SRR3299906	51.2	0.4	GBR
SRR3299911	5249	SRR3299911	UK	5249_SRR3299911	51.2	0.3	GBR
SRR3299915	5349	SRR3299915	UK	5349_SRR3299915	51.1	0.4	GBR
SRR4295300	5486	SRR4295300	UK	5486_SRR4295300	54.6	-3.3	GBR
SRR3299921	5577	SRR3299921	UK	5577_SRR3299921	54.7	-3.4	GBR
SRR3299922	5644	SRR3299922	UK	5644_SRR3299922	54.4	-2.9	GBR
SRR3299926	5717	SRR3299926	UK	5717_SRR3299926	54.6	-3.2	GBR
SRR4295302	5720	SRR4295302	UK	5720_SRR4295302	53.3	-1.6	GBR
SRR4295303	5741	SRR4295303	UK	5741_SRR4295303	56.6	-4.1	GBR
SRR4295305	5779	SRR4295305	UK	5779_SRR4295305	51	-3.1	GBR
SRR4295307	5784	SRR4295307	UK	5784_SRR4295307	56.4	-5.2	GBR
SRR3299936	5800	SRR3299936	UK	5800_SRR3299936	57.4	-5.5	GBR
SRR4295308	5811	SRR4295308	UK	5811_SRR4295308	52.9	-3.1	GBR
SRR1138740	5832	SRR1138740	SWE	5832_SRR1138740	56.3333	15.9667	SWE
SRR1138751	5867	SRR1138751	SWE	5867_SRR1138751	55.76	14.12	SWE
SRR3299956	5907	SRR3299956	CZE	5907_SRR3299956	49.4112	16.2815	CZE
SRR3299962	5950	SRR3299962	CZE	5950_SRR3299962	49.4112	16.2815	CZE
SRR3299963	5984	SRR3299963	CZE	5984_SRR3299963	49.4112	16.2815	CZE
SRR4295312	6008	SRR4295312	CZE	6008_SRR4295312	49.1	16.2	CZE
SRR1138753	6011	SRR1138753	SWE	6011_SRR1138753	62.877	18.177	SWE
SRR1138755	6012	SRR1138755	SWE	6012_SRR1138755	62.877	18.177	SWE
SRR1138757	6013	SRR1138757	SWE	6013_SRR1138757	62.877	18.177	SWE
SRR1138759	6016	SRR1138759	SWE	6016_SRR1138759	62.9	18.4	SWE
SRR3299972	6019	SRR3299972	SWE	6019_SRR3299972	56.06	14.29	SWE
SRR3299974	6020	SRR3299974	SWE	6020_SRR3299974	56.06	14.29	SWE
SRR1138761	6021	SRR1138761	SWE	6021_SRR1138761	56.06	14.29	SWE
SRR1138762	6023	SRR1138762	SWE	6023_SRR1138762	55.7509	13.3712	SWE
SRR3299976	6024	SRR3299976	SWE	6024_SRR3299976	55.7509	13.3712	SWE
SRR1138764	6030	SRR1138764	SWE	6030_SRR1138764	62.806	18.1896	SWE
SRR1138768	6034	SRR1138768	SWE	6034_SRR1138768	56.1	13.74	SWE
SRR3299980	6035	SRR3299980	SWE	6035_SRR3299980	56.1	13.74	SWE
SRR1138772	6036	SRR1138772	SWE	6036_SRR1138772	56.1	13.74	SWE
SRR3299983	6038	SRR3299983	SWE	6038_SRR3299983	56.1	13.74	SWE
SRR1138776	6039	SRR1138776	SWE	6039_SRR1138776	56.1	13.74	SWE
SRR1138778	6040	SRR1138778	SWE	6040_SRR1138778	55.66	13.4	SWE
SRR3299986	6041	SRR3299986	SWE	6041_SRR3299986	56.0328	14.775	SWE
SRR1138780	6042	SRR1138780	SWE	6042_SRR1138780	56.09	13.9	SWE
SRR1138783	6043	SRR1138783	SWE	6043_SRR1138783	62.801	18.079	SWE
SRR1138789	6046	SRR1138789	SWE	6046_SRR1138789	62.801	18.079	SWE
SRR3299988	6064	SRR3299988	SWE	6064_SRR3299988	62.9513	18.2763	SWE
SRR1138793	6069	SRR1138793	SWE	6069_SRR1138793	62.9513	18.2763	SWE
SRR1138795	6070	SRR1138795	SWE	6070_SRR1138795	62.9308	18.3448	SWE
SRR1138799	6071	SRR1138799	SWE	6071_SRR1138799	62.9308	18.3448	SWE
SRR1138803	6074	SRR1138803	SWE	6074_SRR1138803	56.4573	16.1308	SWE
SRR1138806	6076	SRR1138806	SWE	6076_SRR1138806	55.6942	13.4504	SWE
SRR1138810	6085	SRR1138810	SWE	6085_SRR1138810	55.7097	13.2145	SWE
SRR1138814	6088	SRR1138814	SWE	6088_SRR1138814	56.4666	16.1284	SWE
SRR1138818	6090	SRR1138818	SWE	6090_SRR1138818	55.6525	13.2197	SWE
SRR1138821	6092	SRR1138821	SWE	6092_SRR1138821	55.6514	13.2233	SWE
SRR1138824	6094	SRR1138824	SWE	6094_SRR1138824	55.6494	13.2147	SWE
SRR1138826	6098	SRR1138826	SWE	6098_SRR1138826	55.6561	13.2178	SWE
SRR3299995	6099	SRR3299995	SWE	6099_SRR3299995	55.6575	13.2386	SWE
SRR1138830	6100	SRR1138830	SWE	6100_SRR1138830	55.6	13.2	SWE
SRR1138834	6102	SRR1138834	SWE	6102_SRR1138834	55.6	13.2	SWE
SRR1138838	6104	SRR1138838	SWE	6104_SRR1138838	55.7	13.2	SWE
SRR1138841	6105	SRR1138841	SWE	6105_SRR1138841	55.7967	13.1211	SWE
SRR3299997	6106	SRR3299997	SWE	6106_SRR3299997	55.7931	13.1186	SWE
SRR3300001	6107	SRR3300001	SWE	6107_SRR3300001	55.7942	13.1222	SWE
SRR1138844	6109	SRR1138844	SWE	6109_SRR1138844	55.7936	13.1233	SWE
SRR3300004	6111	SRR3300004	SWE	6111_SRR3300004	55.7989	13.1219	SWE
SRR1138847	6112	SRR1138847	SWE	6112_SRR1138847	55.7967	13.1044	SWE
SRR1138850	6113	SRR1138850	SWE	6113_SRR1138850	55.8078	13.1028	SWE
SRR1138852	6114	SRR1138852	SWE	6114_SRR1138852	55.8097	13.1342	SWE
SRR1138855	6115	SRR1138855	SWE	6115_SRR1138855	55.8	13.1367	SWE
SRR1138856	6118	SRR1138856	SWE	6118_SRR1138856	55.7	13.2	SWE
SRR1138860	6122	SRR1138860	SWE	6122_SRR1138860	55.8364	13.3075	SWE
SRR1138864	6124	SRR1138864	SWE	6124_SRR1138864	55.8378	13.3092	SWE
SRR1138868	6125	SRR1138868	SWE	6125_SRR1138868	55.8403	13.3106	SWE
SRR1138870	6126	SRR1138870	SWE	6126_SRR1138870	55.8411	13.3047	SWE
SRR1138874	6128	SRR1138874	SWE	6128_SRR1138874	55.8397	13.2881	SWE
SRR1138879	6131	SRR1138879	SWE	6131_SRR1138879	55.8369	13.3181	SWE
SRR1138883	6132	SRR1138883	SWE	6132_SRR1138883	55.8386	13.3186	SWE
SRR1138884	6134	SRR1138884	SWE	6134_SRR1138884	55.8383	13.2906	SWE
SRR1138888	6136	SRR1138888	SWE	6136_SRR1138888	55.9336	13.5519	SWE
SRR3300008	6137	SRR3300008	SWE	6137_SRR3300008	55.9419	13.5603	SWE
SRR3300012	6140	SRR3300012	SWE	6140_SRR3300012	55.9392	13.5539	SWE
SRR1138891	6142	SRR1138891	SWE	6142_SRR1138891	55.9428	13.5558	SWE
SRR3300016	6145	SRR3300016	SWE	6145_SRR3300016	55.9497	13.5533	SWE
SRR3300021	6148	SRR3300021	SWE	6148_SRR3300021	55.9319	13.5508	SWE
SRR1138893	6149	SRR1138893	SWE	6149_SRR1138893	55.9281	13.5481	SWE
SRR1138896	6150	SRR1138896	SWE	6150_SRR1138896	55.9261	13.5319	SWE
SRR1138901	6151	SRR1138901	SWE	6151_SRR1138901	55.6528	13.2244	SWE
SRR1138905	6153	SRR1138905	SWE	6153_SRR1138905	62.6425	17.7422	SWE
SRR3300024	6154	SRR3300024	SWE	6154_SRR3300024	62.6422	17.7406	SWE
SRR3300025	6163	SRR3300025	SWE	6163_SRR3300025	62.6425	17.7356	SWE
SRR3300030	6166	SRR3300030	SWE	6166_SRR3300030	62.6425	17.7372	SWE
SRR3300032	6169	SRR3300032	SWE	6169_SRR3300032	62.8714	18.3447	SWE
SRR1138908	6172	SRR1138908	SWE	6172_SRR1138908	62.8717	18.3436	SWE
SRR1138913	6173	SRR1138913	SWE	6173_SRR1138913	62.8717	18.3419	SWE
SRR3300036	6174	SRR3300036	SWE	6174_SRR3300036	62.8719	18.3422	SWE
SRR3300039	6177	SRR3300039	SWE	6177_SRR3300039	62.6322	17.69	SWE
SRR1138917	6180	SRR1138917	SWE	6180_SRR1138917	62.6322	17.6906	SWE
SRR1138920	6184	SRR1138920	SWE	6184_SRR1138920	62.8892	18.4522	SWE
SRR1138922	6188	SRR1138922	SWE	6188_SRR1138922	55.7683	14.1386	SWE
SRR1138928	6189	SRR1138928	SWE	6189_SRR1138928	55.7686	14.1383	SWE
SRR1138932	6191	SRR1138932	SWE	6191_SRR1138932	55.7689	14.1375	SWE
SRR1138933	6192	SRR1138933	SWE	6192_SRR1138933	55.7692	14.1369	SWE
SRR1138935	6193	SRR1138935	SWE	6193_SRR1138935	55.7694	14.1347	SWE
SRR3300041	6195	SRR3300041	SWE	6195_SRR3300041	55.7708	14.1342	SWE
SRR1138941	6202	SRR1138941	SWE	6202_SRR1138941	55.7717	14.1206	SWE
SRR3300046	6203	SRR3300046	SWE	6203_SRR3300046	55.7714	14.1208	SWE
SRR1138945	6209	SRR1138945	SWE	6209_SRR1138945	62.8836	18.1842	SWE
SRR1138949	6210	SRR1138949	SWE	6210_SRR1138949	62.8839	18.1836	SWE
SRR1138950	6216	SRR1138950	SWE	6216_SRR1138950	63.0167	18.3283	SWE
SRR4295313	6217	SRR4295313	SWE	6217_SRR4295313	63.0169	18.3283	SWE
SRR3300048	6218	SRR3300048	SWE	6218_SRR3300048	63.0172	18.3283	SWE
SRR3300050	6220	SRR3300050	SWE	6220_SRR3300050	62.806	18.1896	SWE
SRR1138953	6221	SRR1138953	SWE	6221_SRR1138953	62.806	18.1896	SWE
SRR1138956	6231	SRR1138956	SWE	6231_SRR1138956	62.96	18.2844	SWE
SRR1138959	6235	SRR1138959	SWE	6235_SRR1138959	62.9611	18.3589	SWE
SRR1138962	6237	SRR1138962	SWE	6237_SRR1138962	62.9619	18.35	SWE
SRR1138965	6238	SRR1138965	SWE	6238_SRR1138965	62.9619	18.35	SWE
SRR1138966	6242	SRR1138966	SWE	6242_SRR1138966	55.7	13.2	SWE
SRR1138970	6243	SRR1138970	SWE	6243_SRR1138970	56.27373	13.90045	SWE
SRR1138972	6244	SRR1138972	SWE	6244_SRR1138972	62.9169	18.4728	SWE
SRR1138976	6252	SRR1138976	SWE	6252_SRR1138976	55.5796	14.3336	SWE
SRR3300055	6255	SRR3300055	SWE	6255_SRR3300055	55.5796	14.334	SWE
SRR1138979	6258	SRR1138979	SWE	6258_SRR1138979	55.5796	14.3336	SWE
SRR3300057	6268	SRR3300057	SWE	6268_SRR3300057	55.5796	14.3336	SWE
SRR1138980	6276	SRR1138980	SWE	6276_SRR1138980	55.5796	14.3336	SWE
SRR3300058	6284	SRR3300058	SWE	6284_SRR3300058	55.5796	14.3336	SWE
SRR4295320	6296	SRR4295320	CZE	6296_SRR4295320	49.2771	16.6314	CZE
SRR3300060	630	SRR3300060	USA	630_SRR3300060	40.7777	-72.9069	USA
SRR3300062	6390	SRR3300062	CZE	6390_SRR3300062	49.2771	16.6314	CZE
SRR4295321	6396	SRR4295321	CZE	6396_SRR4295321	49.2771	16.6314	CZE
SRR771671	6680	SRR771671	GER	6680_SRR771671	51.85	6.4333	DEU
SRR3300077	6744	SRR3300077	USA	6744_SRR3300077	40.8585	-73.4675	USA
SRR3300081	6830	SRR3300081	KAZ	6830_SRR3300081	49.5	73.1	KAZ
SRR3300083	6897	SRR3300083	FRA	6897_SRR3300083	45	1.3	FRA
SRR771670	6898	SRR771670	BEL	6898_SRR771670	51.2167	4.4	BEL
SRR771683	6903	SRR771683	CZE	6903_SRR771683	49.4013	16.2326	CZE
SRR771686	6904	SRR771686	CZE	6904_SRR771686	49.2	16.6166	CZE
SRR3300088	6906	SRR3300088	SWE	6906_SRR3300088	62.6322	17.6906	SWE
SRR3300090	6907	SRR3300090	UK	6907_SRR3300090	51.4083	-0.6383	GBR
SRR1138987	6909	SRR1138987	USA	6909_SRR1138987	38.3	-92.3	USA
SRR771700	6911	SRR771700	CPV-SA	6911_SRR771700	15.1111	-23.6167	CPV-SA
SRR1138993	6913	SRR1138993	SWE	6913_SRR1138993	62.877	18.177	SWE
SRR3300092	6915	SRR3300092	GER	6915_SRR3300092	50.3	6.3	DEU
SRR1138994	6918	SRR1138994	SWE	6918_SRR1138994	63.0165	18.3174	SWE
SRR771717	6919	SRR771717	GER	6919_SRR771717	50.3	8	DEU
SRR4295323	6920	SRR4295323	GER	6920_SRR4295323	51.5338	9.9355	DEU
SRR771724	6922	SRR771724	GER	6922_SRR771724	50.3	8	DEU
